t kinetic_energy max_velocity div_max
5.447 0.890644 1.21976 0
5.448 0.8916 1.22 0
5.449 0.89358 1.22114 0
5.45 0.888353 1.21814 0
5.451 0.889948 1.21914 0
5.452 0.894321 1.22188 0
5.453 0.894691 1.22179 0
5.454 0.893824 1.22133 0
5.455 0.887621 1.21774 0
5.456 0.884071 1.2158 0
5.457 0.89677 1.22298 0
5.458 0.879851 1.21303 0
5.459 0.886425 1.21746 0
5.46 0.894229 1.22171 0
5.461 0.889278 1.21871 0
5.462 0.884333 1.21599 0
5.463 0.886791 1.21739 0
5.464 0.896808 1.22294 0
5.465 0.884405 1.2161 0
5.466 0.892814 1.22076 0
5.467 0.887093 1.21766 0
5.468 0.884801 1.21633 0
5.469 0.884303 1.21612 0
5.47 0.901766 1.22633 0
5.471 0.887938 1.21814 0
5.472 0.890158 1.21979 0
5.473 0.902068 1.2266 0
5.474 0.895693 1.22268 0
5.475 0.894166 1.22204 0
5.476 0.898203 1.22424 0
5.477 0.899041 1.22454 0
5.478 0.888282 1.21842 0
5.479 0.893187 1.22136 0
5.48 0.881928 1.21467 0
5.481 0.884736 1.21645 0
5.482 0.889911 1.21961 0
5.483 0.894574 1.22225 0
5.484 0.891088 1.22032 0
5.485 0.89596 1.22297 0
5.486 0.896838 1.22339 0
5.487 0.886039 1.21724 0
5.488 0.895983 1.22269 0
5.489 0.887518 1.21797 0
5.49 0.890812 1.2198 0
5.491 0.894704 1.22252 0
5.492 0.89386 1.22174 0
5.493 0.883789 1.21582 0
5.494 0.887907 1.21844 0
5.495 0.885507 1.21705 0
5.496 0.894717 1.22204 0
5.497 0.894545 1.22205 0
5.498 0.891332 1.22053 0
5.499 0.890928 1.22009 0
5.5 0.895781 1.22264 0
5.501 0.892694 1.22113 0
5.502 0.88786 1.21828 0
5.503 0.895991 1.22295 0
5.504 0.888595 1.21878 0
5.505 0.883091 1.21572 0
5.506 0.896919 1.22351 0
5.507 0.890575 1.22006 0
5.508 0.892321 1.22077 0
5.509 0.894597 1.222 0
5.51 0.883841 1.2158 0
5.511 0.897805 1.22389 0
5.512 0.888935 1.21883 0
5.513 0.890009 1.21952 0
5.514 0.890059 1.21936 0
5.515 0.884819 1.21665 0
5.516 0.884998 1.21676 0
5.517 0.891752 1.22046 0
5.518 0.883521 1.21564 0
5.519 0.888695 1.21856 0
5.52 0.887257 1.2181 0
5.521 0.892574 1.22105 0
5.522 0.89321 1.22104 0
5.523 0.891492 1.22022 0
5.524 0.891518 1.22039 0
5.525 0.900912 1.2257 0
5.526 0.892893 1.22093 0
5.527 0.888375 1.21828 0
5.528 0.894036 1.22164 0
5.529 0.893829 1.22149 0
5.53 0.894436 1.22186 0
5.531 0.896734 1.22303 0
5.532 0.883355 1.21563 0
5.533 0.900669 1.22555 0
5.534 0.897876 1.2239 0
5.535 0.892154 1.22059 0
5.536 0.899727 1.22484 0
5.537 0.89791 1.22387 0
5.538 0.896486 1.2228 0
5.539 0.88945 1.2191 0
5.54 0.893416 1.22145 0
5.541 0.899011 1.22443 0
5.542 0.889258 1.2189 0
5.543 0.904627 1.22784 0
5.544 0.893096 1.22104 0
5.545 0.887919 1.21814 0
5.546 0.893521 1.22156 0
5.547 0.899485 1.22472 0
5.548 0.891013 1.2198 0
5.549 0.894253 1.22169 0
5.55 0.893566 1.22125 0
5.551 0.898981 1.22437 0
5.552 0.893404 1.22114 0
5.553 0.894972 1.22223 0
5.554 0.894245 1.22174 0
5.555 0.887965 1.21812 0
5.556 0.899226 1.22453 0
5.557 0.891791 1.2205 0
5.558 0.901054 1.22563 0
5.559 0.895855 1.22266 0
5.56 0.8993 1.22471 0
5.561 0.893898 1.2217 0
5.562 0.894694 1.22196 0
5.563 0.898723 1.22444 0
5.564 0.909463 1.23039 0
5.565 0.904751 1.22778 0
5.566 0.89029 1.21952 0
5.567 0.894062 1.22193 0
5.568 0.894323 1.22184 0
5.569 0.900989 1.22573 0
5.57 0.900955 1.22544 0
5.571 0.9068 1.22902 0
5.572 0.894985 1.22204 0
5.573 0.901531 1.22571 0
5.574 0.897991 1.2235 0
5.575 0.897943 1.22374 0
5.576 0.892508 1.22071 0
5.577 0.898035 1.2236 0
5.578 0.898801 1.22416 0
5.579 0.898553 1.22384 0
5.58 0.887371 1.2176 0
5.581 0.897677 1.22342 0
5.582 0.893379 1.22106 0
5.583 0.896762 1.22292 0
5.584 0.894329 1.22148 0
5.585 0.896622 1.22282 0
5.586 0.888378 1.21821 0
5.587 0.88846 1.2179 0
5.588 0.892477 1.22031 0
5.589 0.893508 1.22052 0
5.59 0.893136 1.22044 0
5.591 0.894008 1.22092 0
5.592 0.894639 1.22123 0
5.593 0.890776 1.21893 0
5.594 0.88634 1.21645 0
5.595 0.888675 1.21779 0
5.596 0.897117 1.22272 0
5.597 0.882606 1.21443 0
5.598 0.884667 1.21538 0
5.599 0.884813 1.21548 0
5.6 0.890589 1.21873 0
5.601 0.888531 1.21761 0
5.602 0.889657 1.21812 0
5.603 0.886239 1.21675 0
5.604 0.89285 1.22015 0
5.605 0.894136 1.22051 0
5.606 0.894251 1.22091 0
5.607 0.885646 1.21609 0
5.608 0.894951 1.2214 0
5.609 0.889853 1.21891 0
5.61 0.890862 1.21942 0
5.611 0.8879 1.21802 0
5.612 0.889343 1.21885 0
5.613 0.883858 1.21584 0
5.614 0.882578 1.21521 0
5.615 0.885295 1.21642 0
5.616 0.890985 1.22015 0
5.617 0.895728 1.22248 0
5.618 0.88139 1.21442 0
5.619 0.893924 1.22164 0
5.62 0.893079 1.22132 0
5.621 0.883921 1.21586 0
5.622 0.89112 1.2204 0
5.623 0.891393 1.22055 0
5.624 0.892474 1.22041 0
5.625 0.896209 1.22309 0
5.626 0.892265 1.22084 0
5.627 0.884783 1.21658 0
5.628 0.895939 1.22329 0
5.629 0.897054 1.22402 0
5.63 0.904003 1.22778 0
5.631 0.890619 1.21986 0
5.632 0.89927 1.22497 0
5.633 0.884124 1.21656 0
5.634 0.891358 1.22032 0
5.635 0.890086 1.21996 0
5.636 0.887354 1.21824 0
5.637 0.894051 1.2223 0
5.638 0.889512 1.22 0
5.639 0.899382 1.22552 0
5.64 0.884162 1.21698 0
5.641 0.896463 1.22415 0
5.642 0.893814 1.2227 0
5.643 0.889505 1.22049 0
5.644 0.888422 1.2197 0
5.645 0.883245 1.21656 0
5.646 0.89291 1.22215 0
5.647 0.89326 1.22214 0
5.648 0.889239 1.22003 0
5.649 0.896665 1.22444 0
5.65 0.893426 1.2226 0
5.651 0.89306 1.22253 0
5.652 0.895651 1.2241 0
5.653 0.900016 1.22657 0
5.654 0.889025 1.22075 0
5.655 0.892826 1.22267 0
5.656 0.885117 1.2187 0
5.657 0.889491 1.22088 0
5.658 0.875053 1.21293 0
5.659 0.894254 1.22398 0
5.66 0.897991 1.22611 0
5.661 0.8945 1.22412 0
5.662 0.896412 1.2255 0
5.663 0.897932 1.22587 0
5.664 0.900518 1.22803 0
5.665 0.900147 1.22768 0
5.666 0.89069 1.22236 0
5.667 0.892604 1.22361 0
5.668 0.89212 1.22317 0
5.669 0.893693 1.22413 0
5.67 0.894308 1.22481 0
5.671 0.896974 1.22652 0
5.672 0.892241 1.22354 0
5.673 0.893931 1.22472 0
5.674 0.894918 1.22548 0
5.675 0.885239 1.21981 0
5.676 0.895923 1.22575 0
5.677 0.88943 1.22229 0
5.678 0.897043 1.22626 0
5.679 0.89591 1.22576 0
5.68 0.888175 1.22132 0
5.681 0.899712 1.22806 0
5.682 0.893496 1.22436 0
5.683 0.893129 1.22417 0
5.684 0.90049 1.22863 0
5.685 0.895436 1.2259 0
5.686 0.897263 1.22695 0
5.687 0.888577 1.22171 0
5.688 0.893317 1.22473 0
5.689 0.893768 1.2245 0
5.69 0.88918 1.22242 0
5.691 0.893941 1.22537 0
5.692 0.894725 1.22569 0
5.693 0.888465 1.22222 0
5.694 0.890565 1.22292 0
5.695 0.899065 1.22819 0
5.696 0.900793 1.22898 0
5.697 0.901999 1.2301 0
5.698 0.901586 1.22988 0
5.699 0.892538 1.22461 0
5.7 0.88844 1.22213 0
5.701 0.890587 1.22401 0
5.702 0.897093 1.22757 0
5.703 0.898719 1.22858 0
5.704 0.89433 1.22589 0
5.705 0.888923 1.22309 0
5.706 0.895108 1.22658 0
5.707 0.898497 1.22845 0
5.708 0.885568 1.22121 0
5.709 0.896993 1.22769 0
5.71 0.889073 1.22354 0
5.711 0.900478 1.22971 0
5.712 0.89952 1.22928 0
5.713 0.889805 1.22329 0
5.714 0.892113 1.22497 0
5.715 0.89515 1.22689 0
5.716 0.88945 1.22356 0
5.717 0.886263 1.22205 0
5.718 0.891012 1.22451 0
5.719 0.897036 1.22808 0
5.72 0.897899 1.2287 0
5.721 0.890134 1.22412 0
5.722 0.897599 1.22838 0
5.723 0.898946 1.22948 0
5.724 0.905181 1.23291 0
5.725 0.888359 1.22341 0
5.726 0.906482 1.23335 0
5.727 0.889394 1.22357 0
5.728 0.889876 1.22426 0
5.729 0.893382 1.22614 0
5.73 0.889893 1.22375 0
5.731 0.888706 1.2234 0
5.732 0.88422 1.22067 0
5.733 0.888338 1.22344 0
5.734 0.888383 1.22317 0
5.735 0.884275 1.22067 0
5.736 0.896198 1.22759 0
5.737 0.886626 1.22234 0
5.738 0.889505 1.22412 0
5.739 0.889652 1.22388 0
5.74 0.875676 1.21634 0
5.741 0.890156 1.22451 0
5.742 0.878814 1.21819 0
5.743 0.885302 1.22162 0
5.744 0.894395 1.22709 0
5.745 0.88919 1.22408 0
5.746 0.892315 1.22571 0
5.747 0.890797 1.2248 0
5.748 0.885237 1.22152 0
5.749 0.887233 1.22303 0
5.75 0.894632 1.22674 0
5.751 0.889519 1.22389 0
5.752 0.885834 1.22192 0
5.753 0.887407 1.22278 0
5.754 0.88583 1.22178 0
5.755 0.88499 1.22139 0
5.756 0.89618 1.22781 0
5.757 0.89223 1.22578 0
5.758 0.886177 1.22231 0
5.759 0.885031 1.22123 0
5.76 0.885967 1.22227 0
5.761 0.889068 1.22413 0
5.762 0.88618 1.22223 0
5.763 0.881319 1.21979 0
5.764 0.894638 1.22687 0
5.765 0.883608 1.22091 0
5.766 0.890872 1.22521 0
5.767 0.882768 1.2203 0
5.768 0.87932 1.2185 0
5.769 0.889696 1.22447 0
5.77 0.896937 1.22866 0
5.771 0.886804 1.22282 0
5.772 0.885717 1.22191 0
5.773 0.879663 1.21849 0
5.774 0.876846 1.21699 0
5.775 0.895172 1.22713 0
5.776 0.889806 1.22432 0
5.777 0.889574 1.22411 0
5.778 0.885644 1.2219 0
5.779 0.888856 1.22425 0
5.78 0.886805 1.22286 0
5.781 0.886869 1.22292 0
5.782 0.887122 1.22301 0
5.783 0.88801 1.22362 0
5.784 0.896785 1.22893 0
5.785 0.882366 1.22044 0
5.786 0.886214 1.22257 0
5.787 0.889292 1.22475 0
5.788 0.886278 1.22274 0
5.789 0.890803 1.22527 0
5.79 0.891105 1.22561 0
5.791 0.889942 1.22478 0
5.792 0.889834 1.22498 0
5.793 0.891059 1.22565 0
5.794 0.884375 1.2218 0
5.795 0.889786 1.22537 0
5.796 0.889883 1.22491 0
5.797 0.879246 1.21923 0
5.798 0.881124 1.22037 0
5.799 0.900427 1.23117 0
5.8 0.890442 1.22555 0
5.801 0.888094 1.22415 0
5.802 0.89108 1.22594 0
5.803 0.888156 1.22408 0
5.804 0.884006 1.22213 0
5.805 0.892017 1.22678 0
5.806 0.887407 1.22428 0
5.807 0.898148 1.23002 0
5.808 0.886678 1.22337 0
5.809 0.884407 1.22264 0
5.81 0.888538 1.2248 0
5.811 0.903094 1.23272 0
5.812 0.89151 1.22642 0
5.813 0.891869 1.22691 0
5.814 0.89477 1.22867 0
5.815 0.889812 1.2261 0
5.816 0.886953 1.22423 0
5.817 0.896149 1.22965 0
5.818 0.891365 1.22662 0
5.819 0.908516 1.23649 0
5.82 0.891904 1.22711 0
5.821 0.892054 1.22733 0
5.822 0.896474 1.22941 0
5.823 0.899917 1.23189 0
5.824 0.892851 1.22747 0
5.825 0.894402 1.22869 0
5.826 0.887877 1.22498 0
5.827 0.901427 1.23256 0
5.828 0.893673 1.2278 0
5.829 0.89728 1.2302 0
5.83 0.894051 1.228 0
5.831 0.897801 1.23071 0
5.832 0.89892 1.23148 0
5.833 0.885338 1.2234 0
5.834 0.881869 1.22146 0
5.835 0.896134 1.22943 0
5.836 0.890892 1.22667 0
5.837 0.892084 1.22738 0
5.838 0.888523 1.22518 0
5.839 0.893198 1.22769 0
5.84 0.884318 1.22278 0
5.841 0.894916 1.22897 0
5.842 0.881359 1.22088 0
5.843 0.889923 1.22613 0
5.844 0.896391 1.22963 0
5.845 0.879716 1.22003 0
5.846 0.882073 1.22158 0
5.847 0.89881 1.23124 0
5.848 0.894719 1.22908 0
5.849 0.897113 1.22998 0
5.85 0.902291 1.23292 0
5.851 0.898119 1.23054 0
5.852 0.902581 1.23319 0
5.853 0.891618 1.22687 0
5.854 0.904356 1.23418 0
5.855 0.901963 1.23266 0
5.856 0.889981 1.22596 0
5.857 0.888507 1.2254 0
5.858 0.888269 1.22505 0
5.859 0.886853 1.22438 0
5.86 0.899442 1.23126 0
5.861 0.887254 1.22436 0
5.862 0.887298 1.22435 0
5.863 0.893045 1.22775 0
5.864 0.882188 1.22172 0
5.865 0.893779 1.22831 0
5.866 0.889534 1.22581 0
5.867 0.894872 1.22895 0
5.868 0.895782 1.22991 0
5.869 0.893431 1.2281 0
5.87 0.890734 1.22669 0
5.871 0.895531 1.22941 0
5.872 0.896976 1.23006 0
5.873 0.899975 1.23165 0
5.874 0.896264 1.2296 0
5.875 0.892386 1.22736 0
5.876 0.887565 1.22455 0
5.877 0.893574 1.22788 0
5.878 0.887552 1.2245 0
5.879 0.883532 1.22228 0
5.88 0.894814 1.2285 0
5.881 0.893082 1.22748 0
5.882 0.901076 1.23188 0
5.883 0.892236 1.22688 0
5.884 0.901864 1.23253 0
5.885 0.892282 1.22703 0
5.886 0.899587 1.23111 0
5.887 0.889833 1.22543 0
5.888 0.899087 1.23078 0
5.889 0.903908 1.23345 0
5.89 0.887228 1.2244 0
5.891 0.897089 1.2299 0
5.892 0.889292 1.22566 0
5.893 0.887944 1.2247 0
5.894 0.890795 1.22627 0
5.895 0.894228 1.22838 0
5.896 0.896872 1.22954 0
5.897 0.898769 1.23064 0
5.898 0.895574 1.22851 0
5.899 0.895614 1.22899 0
5.9 0.890453 1.22571 0
5.901 0.89014 1.22547 0
5.902 0.88868 1.22474 0
5.903 0.891085 1.22619 0
5.904 0.894284 1.22729 0
5.905 0.901421 1.23177 0
5.906 0.89332 1.22686 0
5.907 0.888901 1.22498 0
5.908 0.89749 1.22955 0
5.909 0.893467 1.22716 0
5.91 0.895291 1.22838 0
5.911 0.891903 1.22627 0
5.912 0.896208 1.22893 0
5.913 0.892214 1.22661 0
5.914 0.903762 1.23303 0
5.915 0.88447 1.22189 0
5.916 0.894687 1.2279 0
5.917 0.888615 1.22422 0
5.918 0.887492 1.2238 0
5.919 0.899466 1.23042 0
5.92 0.890078 1.22512 0
5.921 0.893322 1.22685 0
5.922 0.891904 1.22621 0
5.923 0.890132 1.22485 0
5.924 0.895409 1.22783 0
5.925 0.890987 1.22542 0
5.926 0.897697 1.22944 0
5.927 0.89202 1.22603 0
5.928 0.889948 1.22456 0
5.929 0.889346 1.22419 0
5.93 0.888297 1.22395 0
5.931 0.889008 1.22417 0
5.932 0.890006 1.22462 0
5.933 0.882555 1.22038 0
5.934 0.888979 1.22416 0
5.935 0.898863 1.22944 0
5.936 0.891867 1.22567 0
5.937 0.89417 1.22702 0
5.938 0.891761 1.22529 0
5.939 0.890431 1.2249 0
5.94 0.897744 1.22902 0
5.941 0.894615 1.22723 0
5.942 0.886148 1.22242 0
5.943 0.886982 1.22302 0
5.944 0.890718 1.22488 0
5.945 0.890793 1.225 0
5.946 0.896121 1.22797 0
5.947 0.893592 1.22643 0
5.948 0.893168 1.22599 0
5.949 0.895356 1.2276 0
5.95 0.891418 1.22519 0
5.951 0.89444 1.2271 0
5.952 0.894801 1.22752 0
5.953 0.896601 1.22838 0
5.954 0.893853 1.22665 0
5.955 0.894197 1.22658 0
5.956 0.895568 1.22781 0
5.957 0.900026 1.23 0
5.958 0.897518 1.22903 0
5.959 0.896644 1.22825 0
5.96 0.900832 1.23062 0
5.961 0.891514 1.22553 0
5.962 0.89364 1.22693 0
5.963 0.892185 1.22614 0
5.964 0.886025 1.2223 0
5.965 0.898174 1.22937 0
5.966 0.894115 1.22692 0
5.967 0.895622 1.22813 0
5.968 0.898039 1.22945 0
5.969 0.890967 1.22527 0
5.97 0.885338 1.2221 0
5.971 0.886861 1.22303 0
5.972 0.90538 1.23364 0
5.973 0.89805 1.2295 0
5.974 0.902032 1.23161 0
5.975 0.89329 1.22644 0
5.976 0.884214 1.22138 0
5.977 0.894769 1.22747 0
5.978 0.893232 1.22629 0
5.979 0.899452 1.23006 0
5.98 0.896716 1.22809 0
5.981 0.893545 1.22683 0
5.982 0.888735 1.2238 0
5.983 0.895661 1.22766 0
5.984 0.892716 1.22596 0
5.985 0.883131 1.22084 0
5.986 0.902408 1.23175 0
5.987 0.897277 1.22853 0
5.988 0.88894 1.22395 0
5.989 0.886081 1.22238 0
5.99 0.892835 1.22646 0
5.991 0.89399 1.22678 0
5.992 0.887134 1.22282 0
5.993 0.891449 1.22516 0
5.994 0.896096 1.22794 0
5.995 0.898374 1.22904 0
5.996 0.897496 1.22878 0
5.997 0.886924 1.22265 0
5.998 0.884153 1.22087 0
5.999 0.890677 1.22475 0
6 0.883302 1.22034 0
6.001 0.893585 1.22646 0
6.002 0.884769 1.22113 0
6.003 0.891808 1.22505 0
6.004 0.892319 1.22548 0
6.005 0.891259 1.22483 0
6.006 0.891802 1.2249 0
6.007 0.902292 1.23101 0
6.008 0.889774 1.2238 0
6.009 0.890511 1.22444 0
6.01 0.89177 1.22494 0
6.011 0.887862 1.22282 0
6.012 0.901694 1.23028 0
6.013 0.896732 1.22749 0
6.014 0.893547 1.22574 0
6.015 0.887184 1.2224 0
6.016 0.893246 1.22583 0
6.017 0.881401 1.21906 0
6.018 0.893286 1.22572 0
6.019 0.880694 1.21873 0
6.02 0.895672 1.22699 0
6.021 0.898419 1.22858 0
6.022 0.888884 1.22311 0
6.023 0.884316 1.22076 0
6.024 0.887569 1.2224 0
6.025 0.895548 1.22702 0
6.026 0.895537 1.22681 0
6.027 0.896045 1.22708 0
6.028 0.893019 1.22547 0
6.029 0.890615 1.22397 0
6.03 0.894144 1.22614 0
6.031 0.885409 1.22097 0
6.032 0.89775 1.22781 0
6.033 0.893593 1.22551 0
6.034 0.895869 1.2267 0
6.035 0.895695 1.2265 0
6.036 0.892527 1.2247 0
6.037 0.896985 1.22756 0
6.038 0.895008 1.22623 0
6.039 0.901037 1.22954 0
6.04 0.897999 1.22764 0
6.041 0.889888 1.2229 0
6.042 0.895302 1.22589 0
6.043 0.895494 1.22597 0
6.044 0.903612 1.23059 0
6.045 0.885877 1.2206 0
6.046 0.893321 1.22506 0
6.047 0.897289 1.22727 0
6.048 0.900578 1.22916 0
6.049 0.886001 1.22064 0
6.05 0.891202 1.22394 0
6.051 0.889515 1.22311 0
6.052 0.901449 1.22999 0
6.053 0.886058 1.22152 0
6.054 0.891473 1.22474 0
6.055 0.893712 1.22561 0
6.056 0.891656 1.22462 0
6.057 0.895382 1.22719 0
6.058 0.885193 1.22142 0
6.059 0.897076 1.22828 0
6.06 0.902173 1.23141 0
6.061 0.895546 1.22763 0
6.062 0.901502 1.23147 0
6.063 0.894315 1.22753 0
6.064 0.896205 1.22868 0
6.065 0.898471 1.22978 0
6.066 0.900521 1.23087 0
6.067 0.892567 1.22631 0
6.068 0.899723 1.23056 0
6.069 0.906399 1.23419 0
6.07 0.900969 1.2313 0
6.071 0.888318 1.22415 0
6.072 0.896464 1.2291 0
6.073 0.897919 1.22973 0
6.074 0.890909 1.22611 0
6.075 0.905877 1.2348 0
6.076 0.895275 1.22863 0
6.077 0.903613 1.23347 0
6.078 0.89935 1.23094 0
6.079 0.893971 1.22827 0
6.08 0.89695 1.22995 0
6.081 0.905607 1.23478 0
6.082 0.902744 1.23331 0
6.083 0.901291 1.23296 0
6.084 0.900047 1.23231 0
6.085 0.907303 1.23637 0
6.086 0.889084 1.22602 0
6.087 0.897465 1.23171 0
6.088 0.907985 1.23713 0
6.089 0.901443 1.2332 0
6.09 0.892001 1.22837 0
6.091 0.892673 1.22788 0
6.092 0.896126 1.23035 0
6.093 0.893066 1.22918 0
6.094 0.893512 1.2298 0
6.095 0.893318 1.22944 0
6.096 0.892115 1.22841 0
6.097 0.895616 1.23064 0
6.098 0.896725 1.23125 0
6.099 0.901493 1.2344 0
6.1 0.895813 1.23115 0
6.101 0.898247 1.23243 0
6.102 0.885178 1.22476 0
6.103 0.89524 1.23087 0
6.104 0.90142 1.2347 0
6.105 0.902391 1.23525 0
6.106 0.893106 1.22974 0
6.107 0.889069 1.22687 0
6.108 0.905579 1.23684 0
6.109 0.900332 1.23373 0
6.11 0.894289 1.2299 0
6.111 0.898449 1.23273 0
6.112 0.894254 1.23048 0
6.113 0.894881 1.2305 0
6.114 0.902136 1.23489 0
6.115 0.895414 1.23135 0
6.116 0.898392 1.2324 0
6.117 0.902737 1.23532 0
6.118 0.894176 1.23067 0
6.119 0.89109 1.22892 0
6.12 0.899954 1.23385 0
6.121 0.88666 1.22628 0
6.122 0.892309 1.2296 0
6.123 0.8896 1.22828 0
6.124 0.889412 1.22813 0
6.125 0.888677 1.22775 0
6.126 0.888887 1.22809 0
6.127 0.892713 1.22996 0
6.128 0.891813 1.22973 0
6.129 0.897409 1.23261 0
6.13 0.894508 1.23115 0
6.131 0.892847 1.23042 0
6.132 0.885382 1.22594 0
6.133 0.89108 1.22908 0
6.134 0.894995 1.23135 0
6.135 0.884637 1.22554 0
6.136 0.89104 1.22931 0
6.137 0.891465 1.22902 0
6.138 0.890745 1.22939 0
6.139 0.885494 1.22627 0
6.14 0.888489 1.22789 0
6.141 0.891518 1.22972 0
6.142 0.889965 1.22889 0
6.143 0.882963 1.22534 0
6.144 0.890546 1.22936 0
6.145 0.884425 1.22592 0
6.146 0.891627 1.23011 0
6.147 0.890635 1.22949 0
6.148 0.891575 1.22976 0
6.149 0.883313 1.22494 0
6.15 0.884892 1.22601 0
6.151 0.892883 1.23025 0
6.152 0.886096 1.22656 0
6.153 0.885951 1.22629 0
6.154 0.880272 1.22344 0
6.155 0.886281 1.22702 0
6.156 0.886972 1.22746 0
6.157 0.890071 1.22961 0
6.158 0.878879 1.22307 0
6.159 0.885523 1.22614 0
6.16 0.896399 1.23287 0
6.161 0.881839 1.22488 0
6.162 0.88103 1.22455 0
6.163 0.892773 1.23135 0
6.164 0.887614 1.22854 0
6.165 0.889799 1.22962 0
6.166 0.885864 1.22756 0
6.167 0.885624 1.22746 0
6.168 0.891071 1.2309 0
6.169 0.882168 1.22543 0
6.17 0.885312 1.22744 0
6.171 0.879803 1.22435 0
6.172 0.879266 1.22385 0
6.173 0.876307 1.22247 0
6.174 0.881502 1.22556 0
6.175 0.887255 1.2285 0
6.176 0.881888 1.22543 0
6.177 0.887408 1.22913 0
6.178 0.88997 1.23074 0
6.179 0.884691 1.22774 0
6.18 0.878414 1.2242 0
6.181 0.87778 1.22419 0
6.182 0.879538 1.22528 0
6.183 0.886998 1.2294 0
6.184 0.886972 1.22964 0
6.185 0.882104 1.22711 0
6.186 0.882408 1.22704 0
6.187 0.891527 1.23234 0
6.188 0.884999 1.22847 0
6.189 0.883094 1.22751 0
6.19 0.879161 1.22568 0
6.191 0.887215 1.23032 0
6.192 0.890095 1.2317 0
6.193 0.882317 1.22696 0
6.194 0.87135 1.22125 0
6.195 0.892172 1.23302 0
6.196 0.885351 1.2293 0
6.197 0.893777 1.23442 0
6.198 0.883723 1.22849 0
6.199 0.885848 1.22972 0
6.2 0.887595 1.23125 0
6.201 0.889575 1.23238 0
6.202 0.885674 1.23003 0
6.203 0.887775 1.23141 0
6.204 0.87828 1.22628 0
6.205 0.887317 1.23127 0
6.206 0.886489 1.23063 0
6.207 0.881217 1.2274 0
6.208 0.886179 1.2306 0
6.209 0.885465 1.2306 0
6.21 0.882475 1.22908 0
6.211 0.885025 1.22966 0
6.212 0.890006 1.23335 0
6.213 0.884667 1.23015 0
6.214 0.886389 1.2311 0
6.215 0.889456 1.23283 0
6.216 0.881333 1.228 0
6.217 0.885851 1.23087 0
6.218 0.886059 1.23072 0
6.219 0.888809 1.23221 0
6.22 0.88674 1.23167 0
6.221 0.885428 1.23087 0
6.222 0.888291 1.23229 0
6.223 0.896884 1.23717 0
6.224 0.890377 1.2332 0
6.225 0.885756 1.2309 0
6.226 0.888549 1.2329 0
6.227 0.889701 1.23341 0
6.228 0.881493 1.22892 0
6.229 0.887594 1.23202 0
6.23 0.883358 1.22998 0
6.231 0.896429 1.23745 0
6.232 0.892754 1.23496 0
6.233 0.895788 1.23709 0
6.234 0.888123 1.23222 0
6.235 0.891364 1.2341 0
6.236 0.891884 1.23481 0
6.237 0.894415 1.23623 0
6.238 0.890018 1.23389 0
6.239 0.886089 1.23166 0
6.24 0.891246 1.23478 0
6.241 0.886753 1.23188 0
6.242 0.888414 1.233 0
6.243 0.886642 1.23217 0
6.244 0.892852 1.23545 0
6.245 0.886354 1.23167 0
6.246 0.894005 1.23626 0
6.247 0.885082 1.23129 0
6.248 0.885451 1.23145 0
6.249 0.880233 1.22849 0
6.25 0.882301 1.22978 0
6.251 0.892714 1.23572 0
6.252 0.893224 1.23583 0
6.253 0.879482 1.2287 0
6.254 0.898217 1.23905 0
6.255 0.882556 1.23018 0
6.256 0.891048 1.23513 0
6.257 0.881638 1.22993 0
6.258 0.886151 1.23257 0
6.259 0.890218 1.23473 0
6.26 0.892049 1.23582 0
6.261 0.891686 1.23575 0
6.262 0.895525 1.23792 0
6.263 0.887133 1.23321 0
6.264 0.88552 1.23233 0
6.265 0.889619 1.23435 0
6.266 0.882928 1.2312 0
6.267 0.886352 1.23307 0
6.268 0.879041 1.22864 0
6.269 0.883918 1.23206 0
6.27 0.892073 1.23636 0
6.271 0.890336 1.23562 0
6.272 0.891425 1.23629 0
6.273 0.890128 1.23545 0
6.274 0.892095 1.23675 0
6.275 0.89735 1.23961 0
6.276 0.897292 1.23941 0
6.277 0.887781 1.23391 0
6.278 0.905016 1.24402 0
6.279 0.884306 1.23224 0
6.28 0.889323 1.23512 0
6.281 0.889835 1.23574 0
6.282 0.89326 1.23707 0
6.283 0.888958 1.235 0
6.284 0.89818 1.24006 0
6.285 0.903638 1.24311 0
6.286 0.886531 1.2335 0
6.287 0.889253 1.23513 0
6.288 0.888998 1.23505 0
6.289 0.889937 1.23518 0
6.29 0.890133 1.23574 0
6.291 0.889006 1.2349 0
6.292 0.883665 1.23177 0
6.293 0.888406 1.23476 0
6.294 0.894072 1.23763 0
6.295 0.890932 1.23563 0
6.296 0.895174 1.23829 0
6.297 0.893859 1.23749 0
6.298 0.900208 1.24124 0
6.299 0.895353 1.23851 0
6.3 0.894348 1.23801 0
6.301 0.889691 1.2351 0
6.302 0.888909 1.23512 0
6.303 0.898948 1.24071 0
6.304 0.895067 1.23868 0
6.305 0.892645 1.23684 0
6.306 0.894339 1.23843 0
6.307 0.891628 1.23671 0
6.308 0.893157 1.23774 0
6.309 0.902594 1.2428 0
6.31 0.887194 1.23397 0
6.311 0.889461 1.23537 0
6.312 0.901055 1.24191 0
6.313 0.89394 1.23755 0
6.314 0.897644 1.23995 0
6.315 0.883143 1.23125 0
6.316 0.893715 1.23774 0
6.317 0.891393 1.23646 0
6.318 0.89011 1.23552 0
6.319 0.884391 1.23211 0
6.32 0.88455 1.23247 0
